"","X.SUBMITTED.ID","FBID_KEY","NAME","SYMBOL","phenotype"
"3468","FBgn0001400","FBgn0001400","lethal (1) 2Fc","l(1)2Fc","lethal_recessive"
"3469","FBgn0002683","FBgn0002683","maternal lethal 1","mat(3)1","lethal_recessive"
"3470","FBgn0022289","FBgn0022289","lethal (2) 05559b","l(2)05559b","lethal_recessive"
"3471","FBgn0010422","FBgn0010422","RNA polymerase II elongation factor","TfIIS","lethal_recessive"
"3472","FBgn0004477","FBgn0004477","lethal aberrant immune response 1","l(1)air1","lethal_recessive"
"3473","FBgn0265630","FBgn0265630","strawberry notch","sno","lethal_recessive"
"3474","FBgn0005327","FBgn0005327","Pale","Pale","lethal_recessive"
"3475","FBgn0001773","FBgn0001773","lethal (1) M47","l(1)M47","lethal_recessive"
"3476","FBgn0014225","FBgn0014225","lethal (2) 31Ed","l(2)31Ed","lethal_recessive"
"3477","FBgn0011461","FBgn0011461","lethal (3) neo27","l(3)neo27","lethal_recessive"
"3478","FBgn0065575","FBgn0065575","lethal (2) SH0954","l(2)SH0954","lethal_recessive"
"3479","FBgn0040075","FBgn0040075","reptin","rept","lethal_recessive"
"3480","FBgn0001399","FBgn0001399","lethal (1) 2Fb","l(1)2Fb","lethal_recessive"
"3481","FBgn0003391","FBgn0003391","shotgun","shg","lethal_recessive"
"3482","FBgn0032499","FBgn0032499","UV-resistance associated gene","Uvrag","lethal_recessive"
"3483","FBgn0065197","FBgn0065197","lethal (2) SH2320","l(2)SH2320","lethal_recessive"
"3484","FBgn0000533","FBgn0000533","easter","ea","lethal_recessive"
"3485","FBgn0002429","FBgn0002429","lethal (3) F55","l(3)F55","lethal_recessive"
"3486","FBgn0024187","FBgn0024187","sunday driver","syd","lethal_recessive"
"3487","FBgn0001730","FBgn0001730","lethal (1) ESHS51","l(1)ESHS51","lethal_recessive"
"3488","FBgn0004977","FBgn0004977","Arista","Ata","lethal_recessive"
"3489","FBgn0259676","FBgn0259676","DNA primase subunit 2","Prim2","lethal_recessive"
"3490","FBgn0286027","FBgn0286027","RNA guanine-7 methyltransferase","Rnmt","lethal_recessive"
"3491","FBgn0060861","FBgn0060861","lethal (3) S047716","l(3)S047716","lethal_recessive"
"3492","FBgn0024644","FBgn0024644","lethal (2) k11002","l(2)k11002","lethal_recessive"
"3493","FBgn0002102","FBgn0002102","lethal (2) 57Dc","l(2)57Dc","lethal_recessive"
"3494","FBgn0065312","FBgn0065312","lethal (2) SH1938","l(2)SH1938","lethal_recessive"
"3495","FBgn0004653","FBgn0004653","Female sterile (1) 10A","Fs(1)10A","lethal_recessive"
"3496","FBgn0263901","FBgn0263901","-","l(3)CMV45","lethal_recessive"
"3497","FBgn0065933","FBgn0065933","lethal (2) SH0130","l(2)SH0130","lethal_recessive"
"3498","FBgn0011666","FBgn0011666","musashi","msi","lethal_recessive"
"3499","FBgn0025790","FBgn0025790","TAR DNA-binding protein-43 homolog","TBPH","lethal_recessive"
"3500","FBgn0016859","FBgn0016859","lethal (1) N6","l(1)N6","lethal_recessive"
"3501","FBgn0065370","FBgn0065370","lethal (2) SH1702","l(2)SH1702","lethal_recessive"
"3502","FBgn0065767","FBgn0065767","lethal (2) SH0471","l(2)SH0471","lethal_recessive"
"3503","FBgn0003716","FBgn0003716","thickveins","tkv","lethal_recessive"
"3504","FBgn0029905","FBgn0029905","Nuclear factor Y-box C","Nf-YC","lethal_recessive"
"3505","FBgn0086442","FBgn0086442","mind bomb 2","mib2","lethal_recessive"
"3506","FBgn0030241","FBgn0030241","fascetto","feo","lethal_recessive"
"3507","FBgn0001351","FBgn0001351","lethal (1) 1Ef","l(1)1Ef","lethal_recessive"
"3508","FBgn0003447","FBgn0003447","singed","sn","lethal_recessive"
"3509","FBgn0001795","FBgn0001795","lethal (1) Mb28","l(1)Mb28","lethal_recessive"
"3510","FBgn0022086","FBgn0022086","lethal (2) k07408","l(2)k07408","lethal_recessive"
"3511","FBgn0010511","FBgn0010511","lethal (2) 02321","l(2)02321","lethal_recessive"
"3512","FBgn0032197","FBgn0032197","ovaries absent","ova","lethal_recessive"
"3513","FBgn0025641","FBgn0025641","Dishevelled Associated Activator of Morphogenesis","DAAM","lethal_recessive"
"3514","FBgn0065122","FBgn0065122","lethal (3) SH145","l(3)SH145","lethal_recessive"
"3515","FBgn0003978","FBgn0003978","valois","vls","lethal_recessive"
"3516","FBgn0026373","FBgn0026373","RNA polymerase II subunit C","Polr2C","lethal_recessive"
"3517","FBgn0027653","FBgn0027653","lethal (1) Cell Lethal","l(1)CL","lethal_recessive"
"3518","FBgn0024663","FBgn0024663","lethal (2) k06106","l(2)k06106","lethal_recessive"
"3519","FBgn0002648","FBgn0002648","metaphase arrest","mar","lethal_recessive"
"3520","FBgn0070042","FBgn0070042","3R-31-22","3R-31-22","lethal_recessive"
"3521","FBgn0014870","FBgn0014870","P-element somatic inhibitor","Psi","lethal_recessive"
"3522","FBgn0061102","FBgn0061102","lethal (3) S008806b","l(3)S008806b","lethal_recessive"
"3523","FBgn0005757","FBgn0005757","lethal (1) TK401","l(1)TK401","lethal_recessive"
"3524","FBgn0011336","FBgn0011336","Catalytic subunit 3B of the oligosaccharyltransferase complex","Stt3B","lethal_recessive"
"3525","FBgn0014977","FBgn0014977","-","l(1)BP","lethal_recessive"
"3526","FBgn0040493","FBgn0040493","granny smith","grsm","lethal_recessive"
"3527","FBgn0289122","FBgn0289122","INO80 complex subunit","Ino80","lethal_recessive"
"3528","FBgn0060622","FBgn0060622","lethal (3) S088113","l(3)S088113","lethal_recessive"
"3529","FBgn0005270","FBgn0005270","lethal (3) SG90","l(3)SG90","lethal_recessive"
"3530","FBgn0016799","FBgn0016799","lethal (1) 44","l(1)44","lethal_recessive"
"3531","FBgn0065724","FBgn0065724","lethal (2) SH0563","l(2)SH0563","lethal_recessive"
"3532","FBgn0025626","FBgn0025626","-","CG4281","lethal_recessive"
"3533","FBgn0022729","FBgn0022729","lethal (2) PGM-45","l(2)PGM-45","lethal_recessive"
"3534","FBgn0060535","FBgn0060535","lethal (3) S100502b","l(3)S100502b","lethal_recessive"
"3535","FBgn0002022","FBgn0002022","Catecholamines up","Catsup","lethal_recessive"
"3536","FBgn0260584","FBgn0260584","-","2L3267","lethal_recessive"
"3537","FBgn0028738","FBgn0028738","Ecdysis triggering hormone","ETH","lethal_recessive"
"3538","FBgn0024194","FBgn0024194","rasp","rasp","lethal_recessive"
"3539","FBgn0014256","FBgn0014256","lethal (2) DB4","l(2)DB4","lethal_recessive"
"3540","FBgn0266711","FBgn0266711","Elongin C","EloC","lethal_recessive"
"3541","FBgn0001486","FBgn0001486","lethal (1) 10Af","l(1)10Af","lethal_recessive"
"3542","FBgn0022060","FBgn0022060","lethal (2) k08046","l(2)k08046","lethal_recessive"
"3543","FBgn0001939","FBgn0001939","lethal (2) 25Fe","l(2)25Fe","lethal_recessive"
"3544","FBgn0011488","FBgn0011488","lethal (3) neo58b","l(3)neo58b","lethal_recessive"
"3545","FBgn0001967","FBgn0001967","Nimrod C3","NimC3","lethal_recessive"
"3546","FBgn0001711","FBgn0001711","lethal (1) ESHS32","l(1)ESHS32","lethal_recessive"
"3547","FBgn0030306","FBgn0030306","Spase 25-subunit","Spase25","lethal_recessive"
"3548","FBgn0041128","FBgn0041128","lethal (2) 45Ah","l(2)45Ah","lethal_recessive"
"3549","FBgn0265487","FBgn0265487","muscleblind","mbl","lethal_recessive"
"3550","FBgn0027364","FBgn0027364","Six4","Six4","lethal_recessive"
"3551","FBgn0014007","FBgn0014007","Protein tyrosine phosphatase 69D","Ptp69D","lethal_recessive"
"3552","FBgn0003571","FBgn0003571","Suppressor of Polycomb at 37D","Su(Pc)37D","lethal_recessive"
"3553","FBgn0284220","FBgn0284220","Topoisomerase 2","Top2","lethal_recessive"
"3554","FBgn0001508","FBgn0001508","lethal (1) 10Fb","l(1)10Fb","lethal_recessive"
"3555","FBgn0043028","FBgn0043028","lethal (2) 42Eb","l(2)42Eb","lethal_recessive"
"3556","FBgn0015231","FBgn0015231","Godzilla at 60D","God60D","lethal_recessive"
"3557","FBgn0027305","FBgn0027305","lethal (1) G0120","l(1)G0120","lethal_recessive"
"3558","FBgn0060836","FBgn0060836","lethal (3) S049701","l(3)S049701","lethal_recessive"
"3559","FBgn0260632","FBgn0260632","dorsal","dl","lethal_recessive"
"3560","FBgn0001667","FBgn0001667","lethal (1) from Eugene Nonautonomous 2","l(1)EN2","lethal_recessive"
"3561","FBgn0285926","FBgn0285926","IGF-II mRNA-binding protein","Imp","lethal_recessive"
"3562","FBgn0065511","FBgn0065511","lethal (2) SH1170","l(2)SH1170","lethal_recessive"
"3563","FBgn0004481","FBgn0004481","lethal aberrant immune response 6","l(1)air6","lethal_recessive"
"3564","FBgn0035850","FBgn0035850","Autophagy-related 18a","Atg18a","lethal_recessive"
"3565","FBgn0027945","FBgn0027945","pumpless","ppl","lethal_recessive"
"3566","FBgn0262736","FBgn0262736","Vacuolar H[+] ATPase 16kD subunit 1","Vha16-1","lethal_recessive"
"3567","FBgn0011297","FBgn0011297","ALG3, alpha-1,3- mannosyltransferase","Alg3","lethal_recessive"
"3568","FBgn0000575","FBgn0000575","extra macrochaetae","emc","lethal_recessive"
"3569","FBgn0065132","FBgn0065132","lethal (3) SH129","l(3)SH129","lethal_recessive"
"3570","FBgn0061125","FBgn0061125","lethal (3) S003601","l(3)S003601","lethal_recessive"
"3571","FBgn0261836","FBgn0261836","Muscle-specific protein 300 kDa","Msp300","lethal_recessive"
"3572","FBgn0065431","FBgn0065431","lethal (2) SH1495","l(2)SH1495","lethal_recessive"
"3573","FBgn0016687","FBgn0016687","Nucleosome remodeling factor - 38kD","Nurf-38","lethal_recessive"
"3574","FBgn0005403","FBgn0005403","lethal (1) 10Bo","l(1)10Bo","lethal_recessive"
"3575","FBgn0000865","FBgn0000865","female sterile (1) M59","fs(1)M59","lethal_recessive"
"3576","FBgn0024491","FBgn0024491","Bicoid interacting protein 1","Bin1","lethal_recessive"
"3577","FBgn0065145","FBgn0065145","lethal (3) SH091","l(3)SH091","lethal_recessive"
"3578","FBgn0002677","FBgn0002677","maternal effect syncytial blastoderm arrest E","mat(2)syn-E","lethal_recessive"
"3579","FBgn0005429","FBgn0005429","lethal (1) from Eugene Nonautonomous 14","l(1)EN14","lethal_recessive"
"3580","FBgn0000808","FBgn0000808","gastrulation-defective","gd","lethal_recessive"
"3581","FBgn0065379","FBgn0065379","lethal (2) SH1671","l(2)SH1671","lethal_recessive"
"3582","FBgn0028310","FBgn0028310","lethal (1) G0369","l(1)G0369","lethal_recessive"
"3583","FBgn0010504","FBgn0010504","kermit","kermit","lethal_recessive"
"3584","FBgn0067763","FBgn0067763","lethal (1) B-56","l(1)B-56","lethal_recessive"
"3585","FBgn0029088","FBgn0029088","dispatched","disp","lethal_recessive"
"3586","FBgn0041785","FBgn0041785","S(Sev-CycE)D17","S(Sev-CycE)D17","lethal_recessive"
"3587","FBgn0261532","FBgn0261532","cadmus","cdm","lethal_recessive"
"3588","FBgn0040007","FBgn0040007","Ribosomal protein L38","RpL38","lethal_recessive"
"3589","FBgn0060645","FBgn0060645","lethal (3) S084013b","l(3)S084013b","lethal_recessive"
"3590","FBgn0005268","FBgn0005268","lethal (3) SG88","l(3)SG88","lethal_recessive"
"3591","FBgn0262139","FBgn0262139","trachealess","trh","lethal_recessive"
"3592","FBgn0060449","FBgn0060449","lethal (3) S120710","l(3)S120710","lethal_recessive"
"3593","FBgn0062254","FBgn0062254","Suppressor of SD 4a-2","Su(Sd)4a-2","lethal_recessive"
"3594","FBgn0025766","FBgn0025766","lethal (3) 89Dd","l(3)89Dd","lethal_recessive"
"3595","FBgn0004167","FBgn0004167","karst","kst","lethal_recessive"
"3596","FBgn0261565","FBgn0261565","Limpet","Lmpt","lethal_recessive"
"3597","FBgn0003129","FBgn0003129","Pox meso","Poxm","lethal_recessive"
"3598","FBgn0019781","FBgn0019781","lethal (1) 27","l(1)27","lethal_recessive"
"3599","FBgn0001945","FBgn0001945","lethal (2) 26Cf","l(2)26Cf","lethal_recessive"
"3600","FBgn0261788","FBgn0261788","Ankyrin 2","Ank2","lethal_recessive"
"3601","FBgn0021795","FBgn0021795","Translocon-associated protein delta","Tapdelta","lethal_recessive"
"3602","FBgn0264001","FBgn0264001","bruno 3","bru3","lethal_recessive"
"3603","FBgn0022238","FBgn0022238","lola like","lolal","lethal_recessive"
"3604","FBgn0061107","FBgn0061107","lethal (3) S007915","l(3)S007915","lethal_recessive"
"3605","FBgn0065174","FBgn0065174","lethal (3) SH017","l(3)SH017","lethal_recessive"
"3606","FBgn0060565","FBgn0060565","lethal (3) S096515b","l(3)S096515b","lethal_recessive"
"3607","FBgn0028056","FBgn0028056","lethal (3) S094310","l(3)S094310","lethal_recessive"
"3608","FBgn0028387","FBgn0028387","chameau","chm","lethal_recessive"
"3609","FBgn0029022","FBgn0029022","lethal (3) 77ABj","l(3)77ABj","lethal_recessive"
"3610","FBgn0261983","FBgn0261983","lethal (2) giant discs 1","l(2)gd1","lethal_recessive"
"3611","FBgn0000183","FBgn0000183","Bicaudal D","BicD","lethal_recessive"
"3612","FBgn0022104","FBgn0022104","lethal (2) k07110","l(2)k07110","lethal_recessive"
"3613","FBgn0001860","FBgn0001860","lethal (1) VA335","l(1)VA335","lethal_recessive"
"3614","FBgn0000546","FBgn0000546","Ecdysone receptor","EcR","lethal_recessive"
"3615","FBgn0019738","FBgn0019738","lethal (1) 91-3","l(1)91-3","lethal_recessive"
"3616","FBgn0289650","FBgn0289650","jitterbug","jbug","lethal_recessive"
"3617","FBgn0260089","FBgn0260089","-","2L1693","lethal_recessive"
"3618","FBgn0067880","FBgn0067880","Mod(Prat:bw)2-3","Mod(Prat:bw)2-3","lethal_recessive"
"3619","FBgn0065860","FBgn0065860","lethal (2) SH0277","l(2)SH0277","lethal_recessive"
"3620","FBgn0021998","FBgn0021998","lethal (2) k09328","l(2)k09328","lethal_recessive"
"3621","FBgn0067731","FBgn0067731","lethal (1) R-8-18","l(1)R-8-18","lethal_recessive"
"3622","FBgn0043588","FBgn0043588","EK3-3","EK3-3","lethal_recessive"
"3623","FBgn0065320","FBgn0065320","lethal (2) SH1918","l(2)SH1918","lethal_recessive"
"3624","FBgn0002659","FBgn0002659","female sterile (2) 51Fb","fs(2)51Fb","lethal_recessive"
"3625","FBgn0265784","FBgn0265784","Cyclic-AMP response element binding protein B","CrebB","lethal_recessive"
"3626","FBgn0065134","FBgn0065134","lethal (3) SH123","l(3)SH123","lethal_recessive"
"3627","FBgn0001342","FBgn0001342","lethal (1) 1Bk","l(1)1Bk","lethal_recessive"
"3628","FBgn0060752","FBgn0060752","lethal (3) S064411a","l(3)S064411a","lethal_recessive"
"3629","FBgn0067357","FBgn0067357","lethal (3) 8E276","l(3)8E276","lethal_recessive"
"3630","FBgn0033246","FBgn0033246","Acetyl-CoA carboxylase","ACC","lethal_recessive"
"3631","FBgn0022294","FBgn0022294","lethal (1) M86.4","l(1)M86.4","lethal_recessive"
"3632","FBgn0017380","FBgn0017380","lethal (1) 7-103","l(1)7-103","lethal_recessive"
"3633","FBgn0013347","FBgn0013347","Transcription-factor-IIA-S","TfIIA-S","lethal_recessive"
"3634","FBgn0016003","FBgn0016003","lethal (3) 61Da","l(3)61Da","lethal_recessive"
"3635","FBgn0260605","FBgn0260605","-","2L1561","lethal_recessive"
"3636","FBgn0020834","FBgn0020834","Massachusetts","l(2)Mass","lethal_recessive"
"3637","FBgn0262068","FBgn0262068","-","EG56","lethal_recessive"
"3638","FBgn0060354","FBgn0060354","lethal (3) S141710a","l(3)S141710a","lethal_recessive"
"3639","FBgn0019650","FBgn0019650","twin of eyeless","toy","lethal_recessive"
"3640","FBgn0001086","FBgn0001086","fizzy","fzy","lethal_recessive"
"3641","FBgn0260069","FBgn0260069","-","2L3390","lethal_recessive"
"3642","FBgn0024582","FBgn0024582","lethal (3) rO220","l(3)rO220","lethal_recessive"
"3643","FBgn0035001","FBgn0035001","Sterile20-like kinase","Slik","lethal_recessive"
"3644","FBgn0002662","FBgn0002662","maternal effect cellularisation defect K","mat(2)cell-K","lethal_recessive"
"3645","FBgn0065441","FBgn0065441","lethal (2) SH1458","l(2)SH1458","lethal_recessive"
"3646","FBgn0060526","FBgn0060526","lethal (3) S101801b","l(3)S101801b","lethal_recessive"
"3647","FBgn0027229","FBgn0027229","lethal (1) G0296","l(1)G0296","lethal_recessive"
"3648","FBgn0065171","FBgn0065171","lethal (3) SH023","l(3)SH023","lethal_recessive"
"3649","FBgn0025174","FBgn0025174","lethal (2) 38Db","l(2)38Db","lethal_recessive"
"3650","FBgn0000841","FBgn0000841","female sterile (1) M28","fs(1)M28","lethal_recessive"
"3651","FBgn0028029","FBgn0028029","lethal (3) S103012b","l(3)S103012b","lethal_recessive"
"3652","FBgn0004618","FBgn0004618","glass","gl","lethal_recessive"
"3653","FBgn0065774","FBgn0065774","lethal (2) SH0456","l(2)SH0456","lethal_recessive"
"3654","FBgn0016834","FBgn0016834","lethal (1) MZ21","l(1)MZ21","lethal_recessive"
"3655","FBgn0021849","FBgn0021849","lethal (2) k14614","l(2)k14614","lethal_recessive"
"3656","FBgn0011193","FBgn0011193","lethal (1) 302-1","l(1)302-1","lethal_recessive"
"3657","FBgn0010638","FBgn0010638","Sec61 beta subunit","Sec61beta","lethal_recessive"
"3658","FBgn0028130","FBgn0028130","lethal (3) S051311","l(3)S051311","lethal_recessive"
"3659","FBgn0001407","FBgn0001407","lethal (1) 3Bb","l(1)3Bb","lethal_recessive"
"3660","FBgn0065733","FBgn0065733","lethal (2) SH0549","l(2)SH0549","lethal_recessive"
"3661","FBgn0021995","FBgn0021995","Rs1","Rs1","lethal_recessive"
"3662","FBgn0000611","FBgn0000611","extradenticle","exd","lethal_recessive"
"3663","FBgn0005761","FBgn0005761","lethal (1) TK407","l(1)TK407","lethal_recessive"
"3664","FBgn0069071","FBgn0069071","ziehharmonika","zih","lethal_recessive"
"3665","FBgn0043903","FBgn0043903","domeless","dome","lethal_recessive"
"3666","FBgn0011447","FBgn0011447","lethal (3) neo3","l(3)neo3","lethal_recessive"
"3667","FBgn0013740","FBgn0013740","walkabout","wako","lethal_recessive"
"3668","FBgn0010831","FBgn0010831","lethal (3) 04063","l(3)04063","lethal_recessive"
"3669","FBgn0060374","FBgn0060374","lethal (3) S136613","l(3)S136613","lethal_recessive"
"3670","FBgn0259984","FBgn0259984","kuzbanian","kuz","lethal_recessive"
"3671","FBgn0045975","FBgn0045975","PdL43C1","PdL43C1","lethal_recessive"
"3672","FBgn0027964","FBgn0027964","lethal (3) S145511","l(3)S145511","lethal_recessive"
"3673","FBgn0014205","FBgn0014205","lethal (1) 16Fl","l(1)16Fl","lethal_recessive"
"3674","FBgn0060716","FBgn0060716","lethal (3) S069617","l(3)S069617","lethal_recessive"
"3675","FBgn0262601","FBgn0262601","Small ribonucleoprotein particle protein SmB","SmB","lethal_recessive"
"3676","FBgn0040125","FBgn0040125","lethal (2) 23CDc","l(2)23CDc","lethal_recessive"
"3677","FBgn0002927","FBgn0002927","Nicked wing","Ndw","lethal_recessive"
"3678","FBgn0029025","FBgn0029025","lethal (3) 77ABg","l(3)77ABg","lethal_recessive"
"3679","FBgn0005700","FBgn0005700","lethal (1) TK103","l(1)TK103","lethal_recessive"
"3680","FBgn0028241","FBgn0028241","lethal (3) S001620a","l(3)S001620a","lethal_recessive"
"3681","FBgn0035027","FBgn0035027","-","CG3511","lethal_recessive"
"3682","FBgn0259685","FBgn0259685","crumbs","crb","lethal_recessive"
"3683","FBgn0015420","FBgn0015420","lethal (1) 16Cb","l(1)16Cb","lethal_recessive"
"3684","FBgn0060348","FBgn0060348","lethal (3) S142814b","l(3)S142814b","lethal_recessive"
"3685","FBgn0011656","FBgn0011656","Myocyte enhancer factor 2","Mef2","lethal_recessive"
"3686","FBgn0065345","FBgn0065345","lethal (2) SH1819","l(2)SH1819","lethal_recessive"
"3687","FBgn0001709","FBgn0001709","lethal (1) ESHS30","l(1)ESHS30","lethal_recessive"
"3688","FBgn0060441","FBgn0060441","lethal (3) S123713","l(3)S123713","lethal_recessive"
"3689","FBgn0028124","FBgn0028124","lethal (3) S058209b","l(3)S058209b","lethal_recessive"
"3690","FBgn0005733","FBgn0005733","lethal (1) TK218","l(1)TK218","lethal_recessive"
"3691","FBgn0000878","FBgn0000878","female sterile (1) M76","fs(1)M76","lethal_recessive"
"3692","FBgn0023156","FBgn0023156","Suppressor of modifier of gypsy 2-3","Su(mg)2-3","lethal_recessive"
"3693","FBgn0028341","FBgn0028341","Protein tyrosine phosphatase Meg2","Ptpmeg2","lethal_recessive"
"3694","FBgn0002107","FBgn0002107","lethal (2) 64","l(2)64","lethal_recessive"
"3695","FBgn0022214","FBgn0022214","lethal (2) k03706","l(2)k03706","lethal_recessive"
"3696","FBgn0004406","FBgn0004406","DNA polymerase gamma subunit 1","PolG1","lethal_recessive"
"3697","FBgn0065552","FBgn0065552","lethal (2) SH1033","l(2)SH1033","lethal_recessive"
"3698","FBgn0033029","FBgn0033029","CCR4-NOT transcription complex subunit 3","Not3","lethal_recessive"
"3699","FBgn0065399","FBgn0065399","lethal (2) SH1605","l(2)SH1605","lethal_recessive"
"3700","FBgn0024578","FBgn0024578","lethal (3) rL203","l(3)rL203","lethal_recessive"
"3701","FBgn0002525","FBgn0002525","Lamin","Lam","lethal_recessive"
"3702","FBgn0041744","FBgn0041744","lethal (1) em5","l(1)em5","lethal_recessive"
"3703","FBgn0001175","FBgn0001175","hapless","hap","lethal_recessive"
"3704","FBgn0030407","FBgn0030407","Folylpolyglutamate synthase 1","Fpgs1","lethal_recessive"
"3705","FBgn0261976","FBgn0261976","Partner of Sld Five 2","Psf2","lethal_recessive"
"3706","FBgn0010865","FBgn0010865","lethal (3) 05408","l(3)05408","lethal_recessive"
"3707","FBgn0002483","FBgn0002483","lethal (3) SG42","l(3)SG42","lethal_recessive"
"3708","FBgn0065783","FBgn0065783","lethal (2) SH0440","l(2)SH0440","lethal_recessive"
"3709","FBgn0024861","FBgn0024861","lethal (3) 96Ba","l(3)96Ba","lethal_recessive"
"3710","FBgn0021899","FBgn0021899","lethal (2) k12701","l(2)k12701","lethal_recessive"
"3711","FBgn0065621","FBgn0065621","lethal (2) SH0804","l(2)SH0804","lethal_recessive"
"3712","FBgn0011259","FBgn0011259","Semaphorin 1a","Sema1a","lethal_recessive"
"3713","FBgn0028175","FBgn0028175","lethal (3) S026409a","l(3)S026409a","lethal_recessive"
"3714","FBgn0065258","FBgn0065258","lethal (2) SH2098","l(2)SH2098","lethal_recessive"
"3715","FBgn0061101","FBgn0061101","lethal (3) S008831b","l(3)S008831b","lethal_recessive"
"3716","FBgn0015473","FBgn0015473","lethal (2) 45Aa","l(2)45Aa","lethal_recessive"
"3717","FBgn0060684","FBgn0060684","lethal (3) S075901","l(3)S075901","lethal_recessive"
"3718","FBgn0010488","FBgn0010488","NAT1","NAT1","lethal_recessive"
"3719","FBgn0004878","FBgn0004878","castor","cas","lethal_recessive"
"3720","FBgn0002223","FBgn0002223","lethal (3) 68Ac","l(3)68Ac","lethal_recessive"
"3721","FBgn0013433","FBgn0013433","beaten path Ia","beat-Ia","lethal_recessive"
"3722","FBgn0019732","FBgn0019732","lethal (1) A14","l(1)A14","lethal_recessive"
"3723","FBgn0010492","FBgn0010492","lethal (2) 01482","l(2)01482","lethal_recessive"
"3724","FBgn0026671","FBgn0026671","lethal (1) G0119","l(1)G0119","lethal_recessive"
"3725","FBgn0060819","FBgn0060819","lethal (3) S052401b","l(3)S052401b","lethal_recessive"
"3726","FBgn0022732","FBgn0022732","lethal (2) GPMG-18","l(2)GPMG-18","lethal_recessive"
"3727","FBgn0000116","FBgn0000116","Arginine kinase 1","Argk1","lethal_recessive"
"3728","FBgn0010785","FBgn0010785","lethal (3) 02634","l(3)02634","lethal_recessive"
"3729","FBgn0001456","FBgn0001456","lethal (1) 7Dj","l(1)7Dj","lethal_recessive"
"3730","FBgn0028137","FBgn0028137","lethal (3) S049217d","l(3)S049217d","lethal_recessive"
"3731","FBgn0277428","FBgn0277428","-","l(3)psg29","lethal_recessive"
"3732","FBgn0032634","FBgn0032634","RNA polymerase II subunit J","Polr2J","lethal_recessive"
"3733","FBgn0043484","FBgn0043484","lethal (3) 66EFb","l(3)66EFb","lethal_recessive"
"3734","FBgn0260081","FBgn0260081","-","2L1506","lethal_recessive"
"3735","FBgn0259787","FBgn0259787","-","l(2)914","lethal_recessive"
"3736","FBgn0028397","FBgn0028397","Transducer of ERBB2","Tob","lethal_recessive"
"3737","FBgn0040140","FBgn0040140","lethal (1) G0490","l(1)G0490","lethal_recessive"
"3738","FBgn0001380","FBgn0001380","lethal (1) 2Bl","l(1)2Bl","lethal_recessive"
"3739","FBgn0017581","FBgn0017581","Lk6 kinase","Lk6","lethal_recessive"
"3740","FBgn0261519","FBgn0261519","diminished discs","did","lethal_recessive"
"3741","FBgn0013716","FBgn0013716","lethal (3) neo44","l(3)neo44","lethal_recessive"
"3742","FBgn0015489","FBgn0015489","lethal (2) 46Cm","l(2)46Cm","lethal_recessive"
"3743","FBgn0259176","FBgn0259176","bunched","bun","lethal_recessive"
"3744","FBgn0065707","FBgn0065707","lethal (2) SH0610","l(2)SH0610","lethal_recessive"
"3745","FBgn0021751","FBgn0021751","3R-C","3R-C","lethal_recessive"
"3746","FBgn0065453","FBgn0065453","lethal (2) SH1396","l(2)SH1396","lethal_recessive"
"3747","FBgn0004516","FBgn0004516","Glutamic acid decarboxylase 1","Gad1","lethal_recessive"
"3748","FBgn0010909","FBgn0010909","misshapen","msn","lethal_recessive"
"3749","FBgn0001757","FBgn0001757","lethal (1) M5","l(1)M5","lethal_recessive"
"3750","FBgn0065487","FBgn0065487","lethal (2) SH1259","l(2)SH1259","lethal_recessive"
"3751","FBgn0065460","FBgn0065460","lethal (2) SH1380","l(2)SH1380","lethal_recessive"
"3752","FBgn0022003","FBgn0022003","lethal (2) k09310","l(2)k09310","lethal_recessive"
"3753","FBgn0065380","FBgn0065380","lethal (2) SH1667","l(2)SH1667","lethal_recessive"
"3754","FBgn0027527","FBgn0027527","Osiris 6","Osi6","lethal_recessive"
"3755","FBgn0015031","FBgn0015031","cyclope","cype","lethal_recessive"
"3756","FBgn0265968","FBgn0265968","Transcription factor B5","Tfb5","lethal_recessive"
"3757","FBgn0016852","FBgn0016852","lethal (1) N33","l(1)N33","lethal_recessive"
"3758","FBgn0065666","FBgn0065666","lethal (2) SH0695","l(2)SH0695","lethal_recessive"
"3759","FBgn0011183","FBgn0011183","lethal (1) 294-22","l(1)294-22","lethal_recessive"
"3760","FBgn0001431","FBgn0001431","lethal (1) 7Aa","l(1)7Aa","lethal_recessive"
"3761","FBgn0000747","FBgn0000747","female sterile (1) A330","fs(1)A330","lethal_recessive"
"3762","FBgn0022258","FBgn0022258","lethal (2) k00909","l(2)k00909","lethal_recessive"
"3763","FBgn0060491","FBgn0060491","lethal (3) S110006b","l(3)S110006b","lethal_recessive"
"3764","FBgn0060937","FBgn0060937","lethal (3) S040708b","l(3)S040708b","lethal_recessive"
"3765","FBgn0065908","FBgn0065908","lethal (2) SH0185","l(2)SH0185","lethal_recessive"
"3766","FBgn0261822","FBgn0261822","Basigin","Bsg","lethal_recessive"
"3767","FBgn0263908","FBgn0263908","-","l(3)A41","lethal_recessive"
"3768","FBgn0011481","FBgn0011481","Sequence-specific single-stranded DNA-binding protein","Ssdp","lethal_recessive"
"3769","FBgn0060412","FBgn0060412","lethal (3) S130008b","l(3)S130008b","lethal_recessive"
"3770","FBgn0043595","FBgn0043595","E(ro[DOM])1801","E(ro[DOM])1801","lethal_recessive"
